,SMILES,CID,Solubility1,Solubility2,Molecular_Weight,sol_new1,Unit,pubchem_sol_gl,smiles_canon,Lit_Sol_LogS,Lit_gram_liter,Error_gl
390,C(C(=O)O)N(CC(=O)O)CC(=O)O,8758.0,"less than 0.1 mg/mL at 73 Â°F (NTP, 1992)","('0.1', 'mg/mL', '')",191.139,0.1,mg/mL,0.1,O=C(O)CN(CC(=O)O)CC(=O)O,-0.5091984439999999,59.17671669915683,59.076716699156826
391,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,8763.0,3.07 mg/mL at 37 °C,"('3.07', 'mg/mL', '')",260.28599999999994,3.07,mg/mL,3.07,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,-1.9286,3.0679678862017545,-0.0020321137982453052
392,C1=CC(=CC=C1NC(=O)N)Cl,8796.0,>25.6 [ug/mL] (The mean of the results at pH 7.4),"('25.6', 'ug/mL', '')",170.59899999999996,25.6,ug/mL,0.0256,NC(=O)Nc1ccc(Cl)cc1,-1.983265454,1.7730093551761104,1.7474093551761103
393,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,8813.0,"greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)","('100', 'mg/mL', '')",592.6930000000003,100.0,mg/mL,100.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,-4.471789558,0.020000471776276053,-99.97999952822373
394,CC(CCC=C(C)C)CCO,8842.0,"In water, 200 mg/L at 25 Â°C","('200', 'mg/L', '')",156.26899999999998,200.0,mg/L,0.2,CC(C)=CCCC(C)CCO,-2.706730011,0.30700314324497324,0.10700314324497323
395,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,8853.0,"In water, 7.04X10-5 mg/L at 25 °C","('7.04', 'mg/L', '')",384.8460000000001,7.04,mg/L,0.007,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-9.737718832,7.039926824636911e-08,-0.006999929600731754
396,CCCCCCC(=O)OCC=C,8878.0,63 mg/L @ 20 °C (exp),"('63', 'mg/L', '')",170.25199999999998,63.0,mg/L,0.063,C=CCOC(=O)CCCCCC,-3.597621216,0.043000252560327266,-0.019999747439672734
397,C(C(=O)O)NCC(=O)O,8897.0,"PRACTICALLY INSOL IN ACETONE, METHANOL, ETHER, BENZENE, CARBON TETRACHLORIDE, HEPTANE; SOL IN WATER @ 5 °C: 2.43 G/100 ML","('2.43', ' M', '')",133.103,2.43, M,323.4403,O=C(O)CNCC(=O)O,-0.749429709,23.700534210176254,-299.7397657898237
398,CCCCCCCCCCN,8916.0,"In water, 5.5X10+2 mg/L at 25 °C","('5.5', 'mg/L', '')",157.301,5.5,mg/L,0.0055,CCCCCCCCCCN,-2.4563782663333336,0.5499880042265897,0.5444880042265897
399,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)Cl)N,8974.0,>45.3 [ug/mL] (The mean of the results at pH 7.4),"('45.3', 'ug/mL', '')",301.69000000000005,45.3,ug/mL,0.0453,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,-2.39319678,1.220012091641439,1.174712091641439
400,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,8980.0,>43.8 [ug/mL] (The mean of the results at pH 7.4),"('43.8', 'ug/mL', '')",291.822,43.8,ug/mL,0.0438,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,-2.90520694,0.3630037316456349,0.31920373164563487
401,C1=C(C(=CC2=C1NC=NS2(=O)=O)S(=O)(=O)N)C(F)(F)F,8992.0,"SPARINGLY SOL IN WATER; 50 MG/ML IN BOILING WATER WITH DECOMP; PRACTICALLY INSOL IN ETHYL ACETATE, METHYL ETHYL KETONE, BENZENE, TOLUENE; SOL IN METHANOL, ETHANOL, DIMETHYL FORMAMIDE","('50', ' M', '')",329.281,50.0, M,16464.05,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,-0.8185931783333333,50.00040172586557,-16414.049598274134
402,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,9047.0,>42 [ug/mL] (The mean of the results at pH 7.4),"('42', 'ug/mL', '')",280.309,42.0,ug/mL,0.042,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,-1.842428929,4.02910061781546,3.98710061781546
403,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,9066.0,"greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)","('100', 'mg/mL', '')",291.826,100.0,mg/mL,100.0,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,-2.361315797,1.2700130553496227,-98.72998694465038
404,CCOC1=CC=C(C=C1)N,9076.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)","('10', 'mg/mL', '')",137.18199999999996,10.0,mg/mL,10.0,CCOc1ccc(N)cc1,-1.261657225,7.50999945042099,-2.49000054957901
405,C(CS)N.Cl,9082.0,>17 [ug/mL] (The mean of the results at pH 7.4),"('17', 'ug/mL', '')",113.613,17.0,ug/mL,0.017,Cl.NCCS,0.9446102,1000.0880264614874,1000.0710264614873
406,C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3,9131.0,"In water, 6.9X10-4 umol/L (1.9X10-4 mg/L) at 25 °C","('6.9', 'mg/L', '')",276.338,6.9,mg/L,0.0069,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,-9.161350562,1.9058558434525215e-07,-0.006899809414415654
407,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=CC=CC=C5C4=N3,9183.0,"In water, 0.159 mg/L at 25 °C","('0.159', 'mg/L', '')",279.342,0.159,mg/L,0.0002,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,-6.24235,0.0001598770912425533,-4.01229087574467e-05
408,C1=CC=C2C(=C1)C=CO2,9223.0,"0.1 to 1 mg/mL at 64 °F (NTP, 1992)","('0.1', 'mg/mL', '')",118.13499999999996,0.1,mg/mL,0.1,c1ccc2occc2c1,-2.241148892,0.6779999996324274,0.5779999996324274
409,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],9279.0,>67.3 [ug/mL] (The mean of the results at pH 7.4),"('67.3', 'ug/mL', '')",448.4010000000001,67.3,ug/mL,0.0673,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],-4.402223611,0.01776000000089267,-0.049539999999107326
410,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9280.0,"greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)","('100', 'mg/mL', '')",269.772,100.0,mg/mL,100.0,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,-1.484048787,8.850098098969946,-91.14990190103005
411,CN1CCC=C(C1)C(=O)OC.Br,9301.0,>35.4 [ug/mL] (The mean of the results at pH 7.4),"('35.4', 'ug/mL', '')",236.109,35.4,ug/mL,0.0354,Br.COC(=O)C1=CCCN(C)C1,0.175890739,354.0000153243724,353.9646153243724
412,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,9324.0,"In double-distilled water, 0.16 mg/L","('0.16', 'mg/L', '')",404.93400000000014,0.16,mg/L,0.0002,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,-6.0969700785,0.00032390239928706667,0.00012390239928706666
413,C1=CC(=C(C(=C1)O)C(=O)O)O,9338.0,9.56 mg/mL,"('9.56', 'mg/mL', '')",154.12099999999998,9.56,mg/mL,9.56,O=C(O)c1c(O)cccc1O,-1.2072683446666668,9.562984977944508,0.00298497794450725
414,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,9363.0,>33.5 [ug/mL] (The mean of the results at pH 7.4),"('33.5', 'ug/mL', '')",223.272,33.5,ug/mL,0.0335,CCN(CC)C(=O)c1ccc(O)c(OC)c1,-1.665156964,4.826999998331734,4.793499998331734
415,C(C(F)(F)F)(Cl)Cl,9385.0,"In water, 2100 mg/L at 25 °C","('2100', 'mg/L', '')",152.93,2100.0,mg/L,2.1,FC(F)(F)C(Cl)Cl,-1.8622775293333331,2.0999800029920848,-1.999700791532888e-05
416,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl,9425.0,"Soluble (>=10 mg/ml at 70 °F) (NTP, 1992)","('10', 'ml', '')",553.5710000000004,10.0,ml,10.0,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl.Cl,-0.52489577,165.3017915862657,155.3017915862657
418,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,9444.0,>36.6 [ug/mL] (The mean of the results at pH 7.4),"('36.6', 'ug/mL', '')",244.207,36.6,ug/mL,0.0366,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,-0.4385145425,88.96999496573548,88.93339496573547
420,CCOP(=S)(CC)OC1=CC(=C(C=C1Cl)Cl)Cl,9477.0,"IN WATER: 50 MG/L @ 20 °C; GREATER THAN 1.2 KG/KG DICHLOROMETHANE, PROPAN-2-OL","('50', ' M', '')",333.6039999999999,50.0, M,16680.2,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.751333333333334,0.0005914225997142525,-16680.199408577402
421,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl,9568.0,>45.9 [ug/mL] (The mean of the results at pH 7.4),"('45.9', 'ug/mL', '')",305.849,45.9,ug/mL,0.0459,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,-3.432424376,0.11300110462214641,0.06710110462214641
422,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,9703.0,"greater than or equal to 100 mg/mL at 70.7 °F (NTP, 1992)","('100', 'mg/mL', '')",257.765,100.0,mg/mL,100.0,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,-0.942871546,29.400343286916183,-70.59965671308382
423,C(C(F)(Cl)Cl)(F)(F)F,9775.0,"In water,137 mg/L at 25 °C","('137', 'mg/L', '')",170.92,137.0,mg/L,0.137,FC(F)(F)C(F)(Cl)Cl,-3.0961,0.1369912675573199,-8.732442680098318e-06
424,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,9912.0,>65.2 [ug/mL] (The mean of the results at pH 7.4),"('65.2', 'ug/mL', '')",434.45300000000015,65.2,ug/mL,0.0652,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,-0.164893995,297.2000002642335,297.1348002642335
425,C1=C2C(=NC(=N1)N)N=CN2,9955.0,>20.3 [ug/mL] (The mean of the results at pH 7.4),"('20.3', 'ug/mL', '')",135.13000000000002,20.3,ug/mL,0.0203,Nc1ncc2[nH]cnc2n1,-1.210028585,8.33149986782721,8.31119986782721
426,CC(C)(C)C,10041.0,"In water, 33.2 mg/L at 25 °C","('33.2', 'mg/L', '')",72.151,33.2,mg/L,0.0332,CC(C)(C)C,-3.337049126,0.033204215873540284,4.215873540283632e-06
427,CN=C(N)N,10111.0,1.78 mg/mL,"('1.78', 'mg/mL', '')",73.099,1.78,mg/mL,1.78,CN=C(N)N,-1.6135,1.7799648897069305,-3.511029306957347e-05
428,C1CC2=C3C1=CC=CC3=CC4=C2C=CC5=CC=CC=C54,10176.0,"In water, 3.5X10-3 mg/L at 25 °C","('3.5', 'mg/L', '')",254.332,3.5,mg/L,0.0035,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85533511175,3.5486722850344494e-06,-0.0034964513277149657
429,CC(CC(=O)O)C(=O)O,10349.0,"greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)","('100', 'mg/mL', '')",132.11499999999998,100.0,mg/mL,100.0,CC(CC(=O)O)C(=O)O,0.5807312296666667,503.13364361902023,403.13364361902023
431,C1COC1,10423.0,"10 to 50 mg/mL at 68 °F (NTP, 1992)","('10', 'mg/mL', '')",58.07999999999999,10.0,mg/mL,10.0,C1COC1,1.235986696,1000.0306333521586,990.0306333521586
432,C1=CC=NC(=C1)N,10439.0,"10 to 50 mg/mL at 66 °F (NTP, 1992)","('10', 'mg/mL', '')",94.117,10.0,mg/mL,10.0,Nc1ccccn1,0.977854044,894.3800833518573,884.3800833518573
433,C(CCCC(=O)O)CCC(=O)O,10457.0,11.9 mg/mL,"('11.9', 'mg/mL', '')",174.19599999999997,11.9,mg/mL,11.9,O=C(O)CCCCCCC(=O)O,-1.3195980695,8.345264551992733,-3.5547354480072677
434,C(CCl)SCCCl,10461.0,"In water, 609 mg/L at 25 °C","('609', 'mg/L', '')",159.08100000000002,609.0,mg/L,0.609,ClCCSCCCl,-2.3628695950000003,0.6898405468137976,0.0808405468137976
435,CCCCCCCCCCCCCCCCC(=O)O,10465.0,4.2 mg/L @ 25 °C (exp),"('4.2', 'mg/L', '')",270.4569999999999,4.2,mg/L,0.0042,CCCCCCCCCCCCCCCCC(=O)O,-4.69,0.005522023193014861,0.0013220231930148613
436,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,10522.0,"less than 0.1 mg/mL at 72 °F (NTP, 1992)","('0.1', 'mg/mL', '')",325.191,0.1,mg/mL,0.1,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.455096915,0.011403590211726164,-0.08859640978827384
437,COP(=O)(OC)OC,10541.0,"greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)","('100', 'mg/mL', '')",140.075,100.0,mg/mL,100.0,COP(=O)(OC)OC,0.5529999999999999,500.44992804131425,400.44992804131425
438,CCCOC(=O)NCCCN(C)C,32490.0,"In water, 9.0X10+5 mg/L at 20 °C, pH 7.0","('9.0', 'mg/L', '')",188.271,9.0,mg/L,0.009,CCCOC(=O)NCCCN(C)C,0.679461387,900.0047807138325,899.9957807138325
439,CCOP(=O)(C(=O)N)[O-].[NH4+],33256.0,"@ 25 °C: 1.79 KG/KG WATER, 300 MG/KG ACETONE, 400 MG/KG BENZENE, 12 G/KG ETHANOL, 1.4 G/KG DIMETHYLFORMAMIDE, 158 G/KG METHANOL, 200 MG/KG HEXANE","('25', ' M', '')",170.105,25.0, M,4252.625,CCOP(=O)([O-])C(N)=O.[NH4+],0.7693,1000.0393272751251,-3252.5856727248747
440,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,33294.0,0.4 mg/mL at 20 °C,"('0.4', 'mg/mL', '')",288.349,0.4,mg/mL,0.4,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,-2.8579224515000003,0.39994106440819516,-5.893559180486507e-05
441,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,33613.0,10.7 [ug/mL] (The mean of the results at pH 7.4),"('10.7', 'ug/mL', '')",365.4110000000001,10.7,ug/mL,0.0107,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,-2.046326854,3.2843903150416147,3.273690315041615
442,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,33625.0,51.7 [ug/mL] (The mean of the results at pH 7.4),"('51.7', 'ug/mL', '')",347.46200000000005,51.7,ug/mL,0.0517,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,-5.548840068,0.000981899970848963,-0.05071810002915104
443,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,33741.0,>39.5 [ug/mL] (The mean of the results at pH 7.4),"('39.5', 'ug/mL', '')",263.381,39.5,ug/mL,0.0395,COc1cccc(C2(O)CCCCC2CN(C)C)c1,-2.359509135,1.150999956603099,1.111499956603099
444,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,34192.0,"In water, 28.0 mg/L at 25 °C","('28.0', 'mg/L', '')",257.786,28.0,mg/L,0.028,CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.954,0.02865888750490122,0.0006588875049012184
445,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],35370.0,31.1 [ug/mL] (The mean of the results at pH 7.4),"('31.1', 'ug/mL', '')",267.245,31.1,ug/mL,0.0311,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,-1.13238379675,19.702702138166178,19.67160213816618
446,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,36187.0,18.0X10-2 MG/L WATER,"('18.0', ' M', '')",291.992,18.0, M,5255.856,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,-8.6199999445,7.004401112020076e-07,-5255.85599929956
447,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,36708.0,>56.7 [ug/mL] (The mean of the results at pH 7.4),"('56.7', 'ug/mL', '')",377.912,56.7,ug/mL,0.0567,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,-3.607505591,0.09330074068208594,0.036600740682085936
448,C1=C(C=C(C(=C1OC2=C(C=C(C=C2Br)Br)Br)Br)Br)Br,37454.0,4.08e-06 mg/mL,"('4.08', 'mg/mL', '')",643.587,4.08,mg/mL,4.08,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,-8.1979,4.0804425070339136e-06,-4.079995919557493
449,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,37542.0,"greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)","('100', 'mg/mL', '')",244.20699999999997,100.0,mg/mL,100.0,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,-0.235481621,141.99612324056002,41.996123240560024
450,CC(C)N.C(C(=O)O)NCP(=O)(O)O,38078.0,"In water, 1.05X10+6 mg/L at 25 °C","('1.05', 'mg/L', '')",228.185,1.05,mg/L,0.0011,CC(C)N.O=C(O)CNCP(=O)(O)O,0.6629,1049.994664383464,1049.993564383464
451,CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,38283.0,"In water, 1.0X10-2 mg/L (<9.0 ug/L) at 25 °C","('1.0', 'mg/L', '')",375.4680000000001,1.0,mg/L,0.001,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-7.574599998,9.999376739907734e-06,-0.0009900006232600922
452,CC1=NN=C(C(=O)N1N)C2=CC=CC=C2,38854.0,"Solubility in water, g/100ml at 20 °C: 0.17 (slightly soluble)","('00', 'ml', '')",202.21700000000004,0.0,ml,0.0,Cc1nnc(-c2ccccc2)c(=O)n1N,-2.0503,1.8010163817288751,1.8010163817288751
453,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,39042.0,>54.3 [ug/mL] (The mean of the results at pH 7.4),"('54.3', 'ug/mL', '')",361.8250000000001,54.3,ug/mL,0.0543,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,-6.00789975,0.00035530295607571875,-0.05394469704392428
454,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,39676.0,"White solid. MP 106-109 °C. Solubility in toluene 10.9; acetone33.4, methanol 1.54 (mg/L, 20 °C) (technical)","('106', 'mg/L', '')",286.11400000000003,106.0,mg/L,0.106,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.956643667,0.003161516421967797,-0.1028384835780322
455,CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,39681.0,0.054 mg/mL at 25 °C,"('0.054', 'mg/mL', '')",290.406,0.054,mg/mL,0.054,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3.7305939485,0.054002222819786484,2.2228197864848642e-06
456,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,39965.0,"In water, 3.3X10+4 mg/L at 25 °C","('3.3', 'mg/L', '')",252.31799999999996,3.3,mg/L,0.0033,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,-0.8834,33.002605918953975,32.99930591895397
457,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O)N,41211.0,500 mg/L at 15 °C,"('500', 'mg/L', '')",347.22400000000005,500.0,mg/L,0.5,Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)O)C1O,-2.841647236,0.4999913601845412,-8.639815458788558e-06
458,C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,41428.0,"In water, 440 mg/L at 25 °C","('440', 'mg/L', '')",256.472,440.0,mg/L,0.44,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,-2.7657919475,0.4397926945797636,-0.0002073054202363922
459,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,42616.0,Water 0.72 (mg/mL),"('0.72', 'mg/mL', '')",364.3580000000002,0.72,mg/mL,0.72,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,-2.141407461,2.631000002635797,1.9110000026357972
460,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,44073.0,>54.2 [ug/mL] (The mean of the results at pH 7.4),"('54.2', 'ug/mL', '')",361.6590000000001,54.2,ug/mL,0.0542,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],-3.479559616,0.11987804758705106,0.06567804758705106
461,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl,47491.0,>53.7 [ug/mL] (The mean of the results at pH 7.4),"('53.7', 'ug/mL', '')",357.7790000000001,53.7,ug/mL,0.0537,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,-1.5833475,9.338289765132082,9.284589765132083
462,CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,47898.0,In water 8.01 mg/L at 20 °C,"('8.01', 'mg/L', '')",323.314,8.01,mg/L,0.008,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,-4.6947096945,0.0065300245817782885,-0.0014699754182217117
463,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,50248.0,0.5 [ug/mL] (The mean of the results at pH 7.4),"('0.5', 'ug/mL', '')",359.665,0.5,ug/mL,0.0005,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,-5.555888397,0.0010000225206239289,0.0005000225206239289
464,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,50367.0,"In water, 0.9 mg/L at 25 °C","('0.9', 'mg/L', '')",305.447,0.9,mg/L,0.0009,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,-5.53035,0.0009007118241139329,7.118241139329393e-07
465,CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],51556.0,Solubility at 25 °C (mg/mL): propylene glycol 631; octanol 12; ethyl decanoate 10 /Fomesafen sodium salt/,"('25', 'mg/mL', '')",438.7670000000001,25.0,mg/mL,25.0,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],-3.9433,0.04999585001317191,-24.950004149986828
466,CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2,51605.0,"In water, 6.00 mg/L at 20 °C","('6.00', 'mg/L', '')",301.34200000000004,6.0,mg/L,0.006,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.70036995,0.006007443795888588,7.44379588858788e-06
467,CN[C@@H]1CC[C@@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,54375.0,28.8 [ug/mL] (The mean of the results at pH 7.4),"('28.8', 'ug/mL', '')",306.236,28.8,ug/mL,0.0288,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,-5.03,0.002857960640588672,-0.025942039359411327
469,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O.Cl,54891.0,>71.2 [ug/mL] (The mean of the results at pH 7.4),"('71.2', 'ug/mL', '')",474.9850000000003,71.2,ug/mL,0.0712,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O.Cl,-3.91250101,0.05810036822518387,-0.013099631774816128
470,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,60490.0,Practically insoluble (0.5 mg/ml),"('0.5', 'ml', '')",236.296,0.5,ml,0.5,CC(c1cc2ccccc2s1)N(O)C(N)=O,-3.37,0.10079903397474112,-0.3992009660252589
471,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,60855.0,"In water, 18,000 mg/L at 25 Â°C","('18', 'mg/L', '')",332.3130000000001,18.0,mg/L,0.018,CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO,-1.266283974,17.99962085101155,17.98162085101155
472,CC(C)COC(=O)CC1=CC=CC=C1,60998.0,93 mg/L @ 20 °C (exp),"('93', 'mg/L', '')",192.258,93.0,mg/L,0.093,CC(C)COC(=O)Cc1ccccc1,-3.271045388,0.10300042867046352,0.010000428670463524
473,CC(C)C(=O)OCCOC1=CC=CC=C1,61005.0,210 mg/L @ 20 °C (exp),"('210', 'mg/L', '')",208.257,210.0,mg/L,0.21,CC(C)C(=O)OCCOc1ccccc1,-3.026342702,0.19600037666581377,-0.013999623334186223
474,CC1OC(OC(OC(O1)C)C)C,61021.0,"In water, 200 mg/L at 17 °C /Polymer/","('200', 'mg/L', '')",176.21199999999996,200.0,mg/L,0.2,CC1OC(C)OC(C)OC(C)O1,-2.8997,0.22199105770151076,0.021991057701510747
475,CCC(=O)OC(C)(CCC=C(C)C)C=C,61098.0,17 mg/L @ 20 °C (exp),"('17', 'mg/L', '')",210.317,17.0,mg/L,0.017,C=CC(C)(CCC=C(C)C)OC(=O)CC,-4.382355002,0.008720058054372412,-0.008279941945627589
476,C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],61198.0,"In water, 3.9X10+3 mg/L at 25 °C","('3.9', 'mg/L', '')",196.115,3.9,mg/L,0.0039,O=[N+]([O-])OCCOCCO[N+](=O)[O-],-1.7014786389999998,3.899708753096086,3.895808753096086
477,CCCCCO[N+](=O)[O-],61250.0,"In water, 360 mg/L at 25 °C","('360', 'mg/L', '')",133.147,360.0,mg/L,0.36,CCCCCO[N+](=O)[O-],-2.568,0.36002394430600015,2.3944306000167614e-05
478,CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)Cl,61286.0,"In water, 0.086 mg/L at 25 °C","('0.086', 'mg/L', '')",333.2549999999999,0.086,mg/L,0.0001,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,-7.0122000005,3.240236229297078e-05,-6.759763770702922e-05
